"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RH","RH","502.02","$10.24B","2012","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/rh",
"LEAP","Ribbit LEAP, Ltd.","15","$877.58M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/leap",
"LEAP.U","Ribbit LEAP, Ltd.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/leap.u",
"LEAP.WS","Ribbit LEAP, Ltd.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/leap.ws",
"RICE","Rice Acquisition Corp.","12.32","$368.48M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rice",
"RICE.U","Rice Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rice.u",
"RICE.WS","Rice Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rice.ws",
"RNG","Ringcentral, Inc.","384.52","$34.47B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","81.4","$101.5B","2002","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","63.04","$6.92B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","19.78","$1.09B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/rad",
"RFM","RiverNorth Flexible Municipal Income Fund, Inc.","21.79","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rfm",
"RMM","RiverNorth Managed Duration Municipal Income Fund, Inc.","18.51","$365.38M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmm",
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","21.42","$136.52M","2018","n/a","n/a","https://old.nasdaq.com/symbol/rmi",
"RIV","RiverNorth Opportunities Fund, Inc.","16.7","$156.81M","2015","n/a","n/a","https://old.nasdaq.com/symbol/riv",
"RMPL^","RiverNorth Specialty Finance Corporation","25.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmpl^",
"RSF","RiverNorth Specialty Finance Corporation","16.955","$92.68M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rsf",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","14.45","$200.25M","2016","n/a","n/a","https://old.nasdaq.com/symbol/opp",
"OPP^A","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","24.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/opp^a",
"RLI","RLI Corp.","101.02","$4.55B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","14.28","$2.36B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rlj",
"RLJ^A","RLJ Lodging Trust","26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rlj^a",
"RHI","Robert Half International Inc.","68.31","$7.79B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/rhi",
"RKT","Rocket Companies, Inc.","20.05","$39.79B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/rkt",
"ROK","Rockwell Automation, Inc.","265.97","$30.9B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rok",
"RCI","Rogers Communication, Inc.","48.29","$24.38B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","167.97","$3.14B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","37.02","$18.2B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/rol",
"RMO","Romeo Power, Inc.","19.31","$2.45B","2019","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/rmo",
"RMO.WS","Romeo Power, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmo.ws",
"ROP","Roper Technologies, Inc.","419.22","$43.96B","1992","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rop",
"ROT.U","Rotor Acquisition Corp.","n/a","n/a","2021","n/a","n/a","https://old.nasdaq.com/symbol/rot.u",
"RY","Royal Bank Of Canada","84.3","$119.96B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ry",
"RY^T","Royal Bank Of Canada","29.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ry^t",
"RCL","Royal Caribbean Group","71.96","$17.08B","1993","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.b",
"RGT","Royce Global Value Trust, Inc.","13.54","$142.22M","2013","n/a","n/a","https://old.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","11.14","$480.12M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","17.38","$1.75B","1986","n/a","n/a","https://old.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","3.87","$832.31M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","86.97","$11.32B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/rpm",
"RPT","RPT Realty","9.43","$763.47M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpt",
"RPT^D","RPT Realty","53.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpt^d",
"RSI","Rush Street Interactive, Inc.","23.89","$4.89B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/rsi",
"RSI.WS","Rush Street Interactive, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rsi.ws",
"RYB","RYB Education, Inc.","2.45","$67.59M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ryb",
"R","Ryder System, Inc.","68.24","$3.68B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","13.76","$524.5M","2014","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","66.63","$3.66B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","315.14","$75.83B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/spgi",
"SBR","Sabine Royalty Trust","30.38","$442.92M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","1.83","$186.98M","2008","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sb",
"SB^C","Safe Bulkers, Inc","21.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","21.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","6.82","$142.49M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/sfe",
"SAFE","Safehold Inc.","76.1","$4.04B","2017","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/safe",
"SAIL","SailPoint Technologies Holdings, Inc.","58.9","$5.35B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sail",
"CRM","Salesforce.com Inc","225.77","$207.2B","2004","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","4.84","$85.78M","2012","n/a","n/a","https://old.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","13.99","$1.58B","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","3.76","$175.25M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sjt",
"SBG","Sandbridge Acquisition Corporation","10.45","$300.44M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/sbg",
"SBG.U","Sandbridge Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/sbg.u",
"SBG.WS","Sandbridge Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbg.ws",
"SD","SandRidge Energy, Inc.","4.7","$168.86M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sd",
"SAND          ","Sandstorm Gold Ltd","6.64","$1.28B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sand",
"SC","Santander Consumer USA Holdings Inc.","23.4","$7.16B","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/sc",
"SAP","SAP SE","127.48","$152.17B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sap",
"SAF","Saratoga Investment Corp","25.7","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/saf",
"SAK","Saratoga Investment Corp","26.32","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/sak",
"SAR","Saratoga Investment Corp","23.8","$265.85M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","10.67","$6.76B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","31.53","$737.8M","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bfs",
"BFS^D","Saul Centers, Inc.","24.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^d",
"BFS^E","Saul Centers, Inc.","23.295","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfs^e",
"SCPE","SC Health Corporation","10.51","$239.76M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/scpe",
"SCPE.U","SC Health Corporation","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/scpe.u",
"SCPE.WS","SC Health Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scpe.ws",
"SLB","Schlumberger N.V.","24.41","$33.98B","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/slb",
"SNDR","Schneider National, Inc.","23.35","$4.14B","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/sndr",
"SWM","Schweitzer-Mauduit International, Inc.","41.35","$1.3B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","100.9","$5.87B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","17.67","$202.24M","2013","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/salt",
"SBBA","Scorpio Tankers Inc.","25","n/a","2020","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sbba",
"STNG","Scorpio Tankers Inc.","12.08","$700.64M","2010","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","231","$12.86B","1992","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/smg",
"KTF","Scudder Municiple Income Trust","11.57","$457.03M","1988","n/a","n/a","https://old.nasdaq.com/symbol/ktf",
"KSM","Scudder Strategic Municiple Income Trust","11.62","$130.19M","1989","n/a","n/a","https://old.nasdaq.com/symbol/ksm",
"SRL","Scully Royalty Ltd.","7.29","$91.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srl",
"SCU","Sculptor Capital Management, Inc.","17.96","$995.01M","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/scu",
"SCVX","SCVX Corp.","10.69","$307.34M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/scvx",
"SCVX.U","SCVX Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/scvx.u",
"SCVX.WS","SCVX Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scvx.ws",
"SE","Sea Limited","236.49","$121.07B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/se",
"SA","Seabridge Gold, Inc.","19.91","$1.48B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","43.66","$889.48M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","2.97","$69.39M","2017","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/smhi",
"SEE","Sealed Air Corporation","45.5","$7.06B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/see",
"SEAS","SeaWorld Entertainment, Inc.","30.21","$2.37B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/seas",
"WTTR","Select Energy Services, Inc.","5.56","$572.87M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/wttr",
"SEM","Select Medical Holdings Corporation","28.4","$3.83B","2009","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/sem",
"SLQT","SelectQuote, Inc.","24.99","$4.06B","2020","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/slqt",
"SRE","Sempra Energy","121.45","$35.03B","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/sre",
"SRE^B","Sempra Energy","100.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sre^b",
"SREA","Sempra Energy","27.49","n/a","2019","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/srea",
"ST","Sensata Technologies Holding plc","57.84","$9.1B","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","76.24","$3.23B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","8.1","$269.24M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","15.41","$886.84M","2015","Finance","Real Estate","https://old.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","17.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","51.09","$8.83B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/sci",
"NOW","ServiceNow, Inc.","541.09","$105.57B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/now",
"SFL","SFL Corporation Ltd","6.7","$810.08M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sfl",
"SHAK","Shake Shack, Inc.","111.21","$4.63B","2015","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","17.49","$8.86B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","11.04","$4.34B","2014","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","732.17","$66.5B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/shw",
"FOUR","Shift4 Payments, Inc.","71.13","$5.69B","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/four",
"SHG","Shinhan Financial Group Co Ltd","29.79","$15.39B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/shg",
"SHOP","Shopify Inc.","1196.7","$145.89B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","70.95","$2.6B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/sstk",
"SBSW","Sibanye Stillwater Limited","16.68","$12.19B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sbsw",
"SIG","Signet Jewelers Limited","36.31","$1.9B","n/a","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/sig",
"SBOW","SilverBow Resorces, Inc.","5.71","$68.16M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbow",
"SI","Silvergate Capital Corporation","76.16","$1.43B","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/si",
"SPG","Simon Property Group, Inc.","95.49","$31.33B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","68.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","102.97","$4.47B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","22.88","$2.48B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/shi",
"SITC","SITE Centers Corp.","11.37","$2.2B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sitc",
"SITC^A","SITE Centers Corp.","24.8255","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sitc^a",
"SITC^K","SITE Centers Corp.","24.725","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sitc^k",
"SITE","SiteOne Landscape Supply, Inc.","176.87","$7.82B","2016","Consumer Durables","Diversified Electronic Products","https://old.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","35.36","$3B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/six",
"TSLX","Sixth Street Specialty Lending, Inc.","20.94","$1.42B","2014","n/a","n/a","https://old.nasdaq.com/symbol/tslx",
"SJW","SJW Group","67.61","$1.93B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","25.7","$16.58B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","36.56","$5.75B","1999","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/skx",
"SKLZ","Skillz Inc.","28.01","$10.36B","2020","n/a","n/a","https://old.nasdaq.com/symbol/sklz",
"SKLZ.WS","Skillz Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sklz.ws",
"SKY","Skyline Champion Corporation","35.07","$1.99B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/sky",
"SLG","SL Green Realty Corp","62.85","$4.43B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corp","25.28","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/slg^i",
"WORK","Slack Technologies, Inc.","42.65","$24.58B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/work",
